Health,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta
Air Pollutant:,AQHI,,CO,,O3,,PM2.5,
Warm Male,-0.006399635,0.004722094,-0.01336694,0.01576724,0.000770818,0.000457869,-0.000977795,0.000549176
Cold All,0.008289045,0.002931066,0.02481034,0.004704301,-0.001590056,0.000336851,0.001037931,0.000353324
Cold Female,0.012329669,0.003957174,0.03172633,0.006335335,-0.001488257,0.000456149,0.001346403,0.000482521
Cold Male,0.005611878,0.003377978,0.020190191,0.005442584,-0.001663447,0.000387918,0.000835729,0.000419731
Age 0-10 All,0.013648129,0.007176965,0.02670948,0.01342321,-8.81223E-05,0.000757525,0.000752485,0.000884521
Age 0-10 Female,0.026403179,0.010083827,0.02467259,0.01879444,0.000344267,0.001062314,0.001878013,0.001265603
Age 0-10 Male,0.004158227,0.008911432,0.02831676,0.01671356,-0.000418696,0.000941474,-4.90887E-05,0.001114716
Age 11-60 All,0.003620656,0.003648867,0.019263035,0.006867714,-0.000492853,0.000393424,0.000359022,0.000440892
Age 11-60 Female,0.009166597,0.005080762,0.030437186,0.009506427,-0.000441642,0.000549002,0.000456985,0.000623095
Age 11-60 Male,0.000376484,0.004214232,0.012617124,0.007966324,-0.000524441,0.000453882,0.00030375,0.000502933
Age 60+All,-0.003684972,0.00797776,0.01280761,0.01541194,-0.00105832,0.000875043,-0.000244779,0.00093921
Age 60+ Female,-0.009064867,0.01017224,0.008172434,0.01949745,-0.000759276,0.001109721,-0.000235962,0.001176492
Age 60+ Male,0.00378237,0.01146622,0.01941885,0.02240745,-0.001489157,0.001267897,-0.000263421,0.001355775
All:LAG 10,0.000911036,0.003428099,0.01535495,0.00644918,-0.000458695,0.000369512,0.0004345,0.000410071
Female,0.002043231,0.004522622,0.022906675,0.008455732,-0.000472076,0.000487675,0.000377557,0.000548426
Male,0.000159895,0.003940029,0.010205801,0.007446722,-0.000447367,0.000424645,0.000472783,0.000471097
Warm All,-0.006784761,0.004133251,0.002609832,0.013890627,0.000321259,0.00040345,-0.001147308,0.000491861
Warm Female,-0.00655018,0.005365872,-0.005702803,0.018106561,0.000564484,0.000523309,-0.001481961,0.00064938
Warm Male,-0.006920605,0.004729004,0.007942724,0.015846779,0.000165796,0.000461803,-0.000931776,0.000545337
Cold All,0.005652879,0.002955288,0.01914355,0.004727472,-0.001065498,0.000339252,0.00140085,0.0003554
Cold Female,0.006972904,0.003982363,0.02834136,0.006330727,-0.001260183,0.000457136,0.001551755,0.000485017
Cold Male,0.004759861,0.003411446,0.012834916,0.005486494,-0.000931631,0.00039186,0.001299685,0.000424012
Age 0-10 All,0.010022406,0.007200386,0.01888673,0.01345978,0.000547813,0.000761949,0.00094398,0.000867128
Age 0-10 Female,0.01984198,0.01010559,0.02509025,0.01877541,0.000787997,0.001066324,0.001351057,0.00122845
Age 0-10 Male,0.002707893,0.008943807,0.01411688,0.016799,0.000372265,0.000948522,0.000640678,0.001100206
Age 11-60 All,0.000609078,0.003672051,0.016715919,0.006891639,-0.000678222,0.000396112,0.00045092,0.000442194
Age 11-60 Female,0.001737513,0.005101067,0.027949157,0.009499829,-0.000930961,0.00055086,0.000329535,0.000621388
Age 11-60 Male,-4.72802E-05,0.004241586,0.009982096,0.008001177,-0.000530737,0.00045738,0.000523539,0.000506838
Age 60+All,-0.00858012,0.008030729,-0.000160869,0.015557365,-0.000201256,0.000881921,-0.000284707,0.000945783
Age 60+ Female,-0.01346106,0.01020406,-0.00405084,0.01961466,0.000405833,0.00111589,-0.000237783,0.001185654
Age 60+ Male,-0.001689954,0.011587534,0.005528075,0.022700476,-0.001090478,0.001280061,-0.000346189,0.001362231
All:LAG 11,-0.000288032,0.003440884,0.011533616,0.006477764,-0.00045471,0.000369246,5.07938E-05,0.000411014
Female,0.001293089,0.004538485,0.012240934,0.008520919,-0.00067935,0.000487138,-0.000195711,0.000551279
Male,-0.001372432,0.003944993,0.010996095,0.007443124,-0.00030446,0.000423341,0.000211601,0.000469855
Warm All,-0.010599274,0.004135675,-0.000897861,0.013937917,0.000317034,0.000403821,-0.00114368,0.000484956
Warm Female,-0.00296453,0.005381747,-0.005020354,0.018173395,0.00052591,0.000524273,-0.000926667,0.000642847
Warm Male,-0.01565584,0.004704795,0.001790015,0.01583558,0.000178174,0.000460144,-0.00128935,0.000534839
Cold All,0.005763812,0.002971095,0.014667359,0.004751449,-0.001054582,0.00033852,0.000790025,0.000359861
Cold Female,0.003634398,0.00400119,0.015391474,0.006389992,-0.001580731,0.000455656,0.000272159,0.000490117
Cold Male,0.007189666,0.003429943,0.014115734,0.005494442,-0.000697622,0.000391171,0.001135809,0.000427899
Age 0-10 All,0.006349635,0.00723794,0.009394049,0.013566312,0.000223844,0.000760926,-0.001036933,0.00087646
Age 0-10 Female,0.02142354,0.01014769,0.004828351,0.018981548,0.001215796,0.001063007,-0.000423151,0.001254573
Age 0-10 Male,-0.005005543,0.008991116,0.01279537,0.01688574,-0.00053434,0.000948022,-0.001476794,0.001108244
Age 11-60 All,-0.000717965,0.003682847,0.011585531,0.006927098,-0.000506333,0.000395832,0.000464357,0.000441041
Age 11-60 Female,-0.000161333,0.00512028,0.015179829,0.009598669,-0.001111445,0.000550645,0.000414206,0.000621555
Age 11-60 Male,-0.001072085,0.004243938,0.009417505,0.008000738,-0.000149712,0.000455984,0.000492785,0.000503596
Age 60+All,-0.005306015,0.008054981,0.0143435,0.0153851,-0.001004236,0.000878591,-0.001648894,0.00096102
Age 60+ Female,-0.01096783,0.01022446,0.005753905,0.019426981,-0.000554164,0.001113151,-0.0028108,0.001208724
Age 60+ Male,0.002737386,0.011619919,0.02691808,0.02236878,-0.001673312,0.001271353,-3.11703E-05,0.001375156
All:LAG 12,0.001272942,0.003455343,0.014362218,0.006529525,-0.00093355,0.00036862,0.000272826,0.000410342
Female,0.001937699,0.004558767,0.016945218,0.008591636,-0.00102731,0.000486511,-8.99869E-05,0.000551445
Male,0.000834236,0.003968528,0.012623855,0.007516112,-0.000871992,0.000423526,0.000511401,0.000469077
Warm All,-0.013906625,0.004118373,-0.01486373,0.01397655,-7.04707E-05,0.000403295,-0.001586272,0.000482131
Warm Female,-0.002040574,0.005347882,-0.005664551,0.018194931,0.000580704,0.000522258,-0.001374747,0.000637141
Warm Male,-0.02172438,0.004701575,-0.02101395,0.01593454,-0.000500534,0.000461237,-0.001723189,0.000533641
Cold All,0.010149247,0.002993536,0.01891991,0.00478456,-0.001589278,0.000337701,0.001434891,0.00035998
Cold Female,0.003711667,0.004045865,0.019525642,0.006449373,-0.002226391,0.000455907,0.000613564,0.000491907
Cold Male,0.01450369,0.003453823,0.018548158,0.005536607,-0.001164637,0.000390618,0.001987615,0.000426886
Age 0-10 All,0.013334933,0.007275244,0.03200547,0.01364492,-0.000993221,0.000760306,-0.000446053,0.000876594
Age 0-10 Female,0.033768611,0.01016809,0.04622803,0.0189929,-0.000547134,0.001060676,-0.000239688,0.001250149
Age 0-10 Male,-0.001965972,0.009051747,0.02121831,0.01704525,-0.001344729,0.000947806,-0.000589135,0.001110887
Age 11-60 All,-0.000418577,0.003696144,0.01148116,0.0069806,-0.001001472,0.000395236,0.000512164,0.000439843
Age 11-60 Female,-0.002489616,0.005141493,0.011723498,0.009689648,-0.001285377,0.000550414,0.000128851,0.000622515
Age 11-60 Male,0.000793357,0.00426475,0.011305372,0.008067016,-0.000833874,0.000456051,0.000735943,0.00050127
Age 60+All,-0.001495043,0.008102312,0.01251286,0.01559584,-0.00030295,0.000875416,-0.000637238,0.00096378
Age 60+ Female,-0.007312649,0.010292809,0.01307479,0.01964935,-0.000261172,0.001109758,-0.000967168,0.001211359
Age 60+ Male,0.006802971,0.011672135,0.01170607,0.022745,-0.000366988,0.001265333,-0.000184434,0.001383221
All:LAG 13,-0.003564429,0.003482537,0.005470875,0.006607555,-0.000246781,0.000369033,0.000154823,0.000411724
Female,-0.001933559,0.004588363,0.008369113,0.008696674,9.8441E-05,0.000486227,-0.000367243,0.000551234
Male,-0.00465165,0.004004892,0.003530044,0.007603973,-0.000478466,0.000424311,0.000504466,0.000471899
Warm All,-0.010717756,0.004072264,-0.02192401,0.01388636,0.000574954,0.000403754,-0.000717695,0.000477164
